1	0.1	11.1152
1	0.0909091	10.8282
1	0.0826446	10.5558
1	0.0751315	10.2932
1	0.0683013	10.0387
1	0.0620921	9.79356
1	0.0564474	9.56287
1	0.0513158	9.35307
1	0.0466507	9.16975
1	0.0424098	9.01583
1	0.0385543	8.89035
1	0.0350494	8.78928
1	0.0318631	8.70859
1	0.0289664	8.64678
1	0.0263331	8.60512
1	0.0239392	8.58861
1	0.0217629	8.61274
1	0.0197845	8.68803
1	0.0179859	8.80035
1	0.0163508	8.95036
1	0.0148644	9.17987
1	0.0135131	9.47043
1	0.0122846	9.81409
1	0.0111678	10.2292
1	0.0101526	10.7298
1	0.0092296	11.3311
1	0.00839055	12.0269
1	0.00762777	12.7853
1	0.00693433	13.5712
1	0.00630394	14.3768
1	0.00573086	15.21
1	0.00520987	16.0309
1	0.00473624	16.8008
1	0.00430568	17.5359
1	0.00391425	18.2557
1	0.00355841	18.9543
1	0.00323492	19.6185
1	0.00294083	20.2494
1	0.00267349	20.8545
1	0.00243044	21.4357
1	0.00220949	21.9829
1	0.00200863	22.483
1	0.00182603	22.9302
1	0.00166002	23.329
1	0.00150911	23.6868
1	0.00137192	24.0069
1	0.0012472	24.2918
1	0.00113382	24.5448
1	0.00103074	24.7704
1	0.000937041	24.9716
1	0.000851855	25.1495
1	0.000774414	25.3067
1	0.000704013	25.4455
1	0.000640011	25.567
1	0.000581829	25.6733
1	0.000528935	25.7665
0.909091	0.1	11.4713
0.909091	0.0909091	11.1494
0.909091	0.0826446	10.8461
0.909091	0.0751315	10.5533
0.909091	0.0683013	10.2674
0.909091	0.0620921	9.98789
0.909091	0.0564474	9.71854
0.909091	0.0513158	9.46671
0.909091	0.0466507	9.24026
0.909091	0.0424098	9.04538
0.909091	0.0385543	8.88415
0.909091	0.0350494	8.75301
0.909091	0.0318631	8.64556
0.909091	0.0289664	8.55728
0.909091	0.0263331	8.48758
0.909091	0.0239392	8.43835
0.909091	0.0217629	8.41532
0.909091	0.0197845	8.43865
0.909091	0.0179859	8.51357
0.909091	0.0163508	8.62145
0.909091	0.0148644	8.76667
0.909091	0.0135131	9.00661
0.909091	0.0122846	9.29988
0.909091	0.0111678	9.64946
0.909091	0.0101526	10.0797
0.909091	0.0092296	10.5975
0.909091	0.00839055	11.2302
0.909091	0.00762777	11.9557
0.909091	0.00693433	12.7393
0.909091	0.00630394	13.5437
0.909091	0.00573086	14.3729
0.909091	0.00520987	15.2309
0.909091	0.00473624	16.0621
0.909091	0.00430568	16.8345
0.909091	0.00391425	17.5783
0.909091	0.00355841	18.3109
0.909091	0.00323492	19.0185
0.909091	0.00294083	19.6871
0.909091	0.00267349	20.3222
0.909091	0.00243044	20.9326
0.909091	0.00220949	21.5193
0.909091	0.00200863	22.0686
0.909091	0.00182603	22.5663
0.909091	0.00166002	23.0081
0.909091	0.00150911	23.4014
0.909091	0.00137192	23.7541
0.909091	0.0012472	24.0689
0.909091	0.00113382	24.3485
0.909091	0.00103074	24.5964
0.909091	0.000937041	24.8177
0.909091	0.000851855	25.0148
0.909091	0.000774414	25.1886
0.909091	0.000704013	25.3423
0.909091	0.000640011	25.4776
0.909091	0.000581829	25.5955
0.909091	0.000528935	25.6986
0.826446	0.1	11.9055
0.826446	0.0909091	11.5435
0.826446	0.0826446	11.2094
0.826446	0.0751315	10.8871
0.826446	0.0683013	10.5701
0.826446	0.0620921	10.2571
0.826446	0.0564474	9.94974
0.826446	0.0513158	9.65494
0.826446	0.0466507	9.38198
0.826446	0.0424098	9.14006
0.826446	0.0385543	8.93608
0.826446	0.0350494	8.76994
0.826446	0.0318631	8.63415
0.826446	0.0289664	8.52015
0.826446	0.0263331	8.42403
0.826446	0.0239392	8.3468
0.826446	0.0217629	8.29085
0.826446	0.0197845	8.26291
0.826446	0.0179859	8.28841
0.826446	0.0163508	8.36273
0.826446	0.0148644	8.46559
0.826446	0.0135131	8.60704
0.826446	0.0122846	8.8594
0.826446	0.0111678	9.15457
0.826446	0.0101526	9.51208
0.826446	0.0092296	9.96098
0.826446	0.00839055	10.495
0.826446	0.00762777	11.1644
0.826446	0.00693433	11.9171
0.826446	0.00630394	12.7226
0.826446	0.00573086	13.5429
0.826446	0.00520987	14.3979
0.826446	0.00473624	15.2768
0.826446	0.00430568	16.1118
0.826446	0.00391425	16.8855
0.826446	0.00355841	17.64
0.826446	0.00323492	18.3855
0.826446	0.00294083	19.0989
0.826446	0.00267349	19.7695
0.826446	0.00243044	20.4077
0.826446	0.00220949	21.0229
0.826446	0.00200863	21.6135
0.826446	0.00182603	22.1628
0.826446	0.00166002	22.6557
0.826446	0.00150911	23.0903
0.826446	0.00137192	23.4773
0.826446	0.0012472	23.824
0.826446	0.00113382	24.1329
0.826446	0.00103074	24.4065
0.826446	0.000937041	24.6489
0.826446	0.000851855	24.8658
0.826446	0.000774414	25.0584
0.826446	0.000704013	25.2281
0.826446	0.000640011	25.3782
0.826446	0.000581829	25.5097
0.826446	0.000528935	25.6239
0.751315	0.1	12.4246
0.751315	0.0909091	12.0111
0.751315	0.0826446	11.6439
0.751315	0.0751315	11.296
0.751315	0.0683013	10.9495
0.751315	0.0620921	10.6028
0.751315	0.0564474	10.2586
0.751315	0.0513158	9.92131
0.751315	0.0466507	9.60053
0.751315	0.0424098	9.30674
0.751315	0.0385543	9.05163
0.751315	0.0350494	8.84213
0.751315	0.0318631	8.67334
0.751315	0.0289664	8.53318
0.751315	0.0263331	8.41197
0.751315	0.0239392	8.30765
0.751315	0.0217629	8.22346
0.751315	0.0197845	8.16181
0.751315	0.0179859	8.13144
0.751315	0.0163508	8.16144
0.751315	0.0148644	8.23478
0.751315	0.0135131	8.33224
0.751315	0.0122846	8.472
0.751315	0.0111678	8.73733
0.751315	0.0101526	9.03472
0.751315	0.0092296	9.40335
0.751315	0.00839055	9.87396
0.751315	0.00762777	10.4225
0.751315	0.00693433	11.1337
0.751315	0.00630394	11.9103
0.751315	0.00573086	12.7334
0.751315	0.00520987	13.5697
0.751315	0.00473624	14.4527
0.751315	0.00430568	15.3462
0.751315	0.00391425	16.1784
0.751315	0.00355841	16.9551
0.751315	0.00323492	17.7229
0.751315	0.00294083	18.4791
0.751315	0.00267349	19.1949
0.751315	0.00243044	19.8655
0.751315	0.00220949	20.5058
0.751315	0.00200863	21.1255
0.751315	0.00182603	21.718
0.751315	0.00166002	22.2648
0.751315	0.00150911	22.7503
0.751315	0.00137192	23.1761
0.751315	0.0012472	23.5562
0.751315	0.00113382	23.8962
0.751315	0.00103074	24.1987
0.751315	0.000937041	24.4657
0.751315	0.000851855	24.7024
0.751315	0.000774414	24.9148
0.751315	0.000704013	25.1025
0.751315	0.000640011	25.2679
0.751315	0.000581829	25.4142
0.751315	0.000528935	25.5415
0.683013	0.1	13.0413
0.683013	0.0909091	12.5564
0.683013	0.0826446	12.1456
0.683013	0.0751315	11.775
0.683013	0.0683013	11.408
0.683013	0.0620921	11.0289
0.683013	0.0564474	10.6469
0.683013	0.0513158	10.2681
0.683013	0.0466507	9.90007
0.683013	0.0424098	9.55268
0.683013	0.0385543	9.23905
0.683013	0.0350494	8.97507
0.683013	0.0318631	8.76423
0.683013	0.0289664	8.5941
0.683013	0.0263331	8.44919
0.683013	0.0239392	8.31961
0.683013	0.0217629	8.2067
0.683013	0.0197845	8.11643
0.683013	0.0179859	8.0503
0.683013	0.0163508	8.02147
0.683013	0.0148644	8.05694
0.683013	0.0135131	8.1285
0.683013	0.0122846	8.22048
0.683013	0.0111678	8.36193
0.683013	0.0101526	8.63925
0.683013	0.0092296	8.94075
0.683013	0.00839055	9.32508
0.683013	0.00762777	9.81811
0.683013	0.00693433	10.379
0.683013	0.00630394	11.124
0.683013	0.00573086	11.9338
0.683013	0.00520987	12.7702
0.683013	0.00473624	13.6253
0.683013	0.00430568	14.5356
0.683013	0.00391425	15.4367
0.683013	0.00355841	16.2613
0.683013	0.00323492	17.0454
0.683013	0.00294083	17.8283
0.683013	0.00267349	18.5908
0.683013	0.00243044	19.3052
0.683013	0.00220949	19.9746
0.683013	0.00200863	20.6165
0.683013	0.00182603	21.2398
0.683013	0.00166002	21.8322
0.683013	0.00150911	22.374
0.683013	0.00137192	22.8493
0.683013	0.0012472	23.2651
0.683013	0.00113382	23.6379
0.683013	0.00103074	23.9706
0.683013	0.000937041	24.266
0.683013	0.000851855	24.5257
0.683013	0.000774414	24.757
0.683013	0.000704013	24.9643
0.683013	0.000640011	25.1469
0.683013	0.000581829	25.3081
0.683013	0.000528935	25.4504
0.620921	0.1	13.7766
0.620921	0.0909091	13.1913
0.620921	0.0826446	12.7156
0.620921	0.0751315	12.3138
0.620921	0.0683013	11.9372
0.620921	0.0620921	11.5406
0.620921	0.0564474	11.1189
0.620921	0.0513158	10.6967
0.620921	0.0466507	10.2826
0.620921	0.0424098	9.88313
0.620921	0.0385543	9.50782
0.620921	0.0350494	9.17795
0.620921	0.0318631	8.91174
0.620921	0.0289664	8.70258
0.620921	0.0263331	8.53134
0.620921	0.0239392	8.38092
0.620921	0.0217629	8.24108
0.620921	0.0197845	8.11954
0.620921	0.0179859	8.02453
0.620921	0.0163508	7.95545
0.620921	0.0148644	7.93345
0.620921	0.0135131	7.97472
0.620921	0.0122846	8.04263
0.620921	0.0111678	8.1292
0.620921	0.0101526	8.27663
0.620921	0.0092296	8.56352
0.620921	0.00839055	8.8731
0.620921	0.00762777	9.27914
0.620921	0.00693433	9.79144
0.620921	0.00630394	10.3693
0.620921	0.00573086	11.1398
0.620921	0.00520987	11.985
0.620921	0.00473624	12.8328
